tweet_id,text,response_tweet_id,in_response_to_tweet_id
63455, 11.0.2 is newest version according to my updated itunes. all apps are updated,63457,63454
63457, Thanks for that info. The iOS version that we released recently is iOS 11.1.2. Try updating using your iPhone itself and let us know if you're able to update. We also encourage a backup before just in case. Let us know if you still experience that afterwards in DM. https://t.co/GDrqU22YpT,63458,63455
63458, actually just checked again I am at 11.1.2.,63459,63457
63459, Thanks for confirming that. Do you remember which version you were using when you first noticed that the performance was slower than usual? Let's also get your country in case we need to check out additional options. Let us know with a DM. https://t.co/GDrqU22YpT,,63458
63456,hey  you know you’re not supposed to slow technology as you update? my iphone is easily 3 times slower thanks to your update 🖕🏼,63454,
63460, Sorry for any frustration! We'll be sure to share the honest feedback regarding this with our team!,,63461
63461, your new intro sucks. It is too loud when I go in the app. Please fix or put volume control. Thanks.,63460,
63462," Our No Commercials Add-on (https://t.co/cZHqrcmWQY) is pretty legen — wait for it — DARY! Interruption-free high five, bro. 🖐",,63463
63463,Thank god for  . They have ads.. but at least they aren’t GETTING RID OF HOW I MET YOUR MOTHER... ,63462,
63464, We actually do! What device are you streaming from? Were you watching a 30 minute or hour long show?,,63465
63465," needs an ""are u still watching?"" option. I wake up from my naps 4 episodes ahead and my show still playing 🤦🏻‍♀️",63464,
63466, We're happy to help! Your saved shows can be found in the My Stuff section of the app &amp; new episodes have a badge indicating so.,,63467
63467, did  pay you to this new layout? You can’t even find your shows... where are the new episodes?,63466,
63468," We want to improve your experience. Please DM more details, so we can assist. ^JM https://t.co/znUu1VJn9r",,63469
63469,There is one teller lady at the  bank I go to 3 or 4 times a week who can't count change and it is infuriating.,63468,
63470," Hi there, can you DM me the order number related to this, please? - Scott",,63471
63471," hi, i've paid for 2 items on fast track, one is now unavailable for me to collect but it hasn't been refunded. can you advise ? https://t.co/hgvwkKU6rG",63470,
63472, 2/2 original. We appreciate you for helping us keep our Chase clients safe. ^CR,,63473
63473, just received this text... Pretty sure it's a phishing tactic. Any recommendations? #phishing https://t.co/li13Jhj33t,"6,347,263,474",
63474," 1/2 We ask that you forward this to __email__ as an attachment. Once it is successfully sent, please delete the",,63473
63475, Hey there. We’d be sorry to see you go. Let us know if we can clear up any of the details provided in your DM ^LJ,63476,63477
63476," Just giving my money I made, that simple. I listed an item it sold, I shipped it PAY ME, NOT 2 weeks from now",63478,63475
63478, Funds Availability will be released 3 days after tracking shows delivered. ^LJ,63479,63476
63479, LAMES,,63478
63477," they could careless if I wasn't a member anymore and sold elsewhere, which is gonna happen in 2018 where 's the CEO when you need em",63475,
63480," We can surely take a look at our options. DM your first/last name, email address, &amp; registered postal code. ^LJ",,63481
63481, unban me please.,63480,
63482, Hmm… some sellers drop-ship their wares. But we’ll be here for you if anything goes wrong https://t.co/LPfO5P57n6. ^LJ,63483,63484
63483, It was definitely fulfilled by Amazon https://t.co/yfZQnPUVGT,63485,63482
63485, That does happen from time to time as some sellers dropship like LJ mentioned. Did it arrive as described? ^V,,63483
63484,I ordered something from  and it was shipped by  ?The seller has 50k transactions last month. Definitely run by a computer.,63482,
63486, Thank you! These are currently under review. Thanks for working with us. ^VM,63487,63488
63487," No problem, thanks for removing these guys so quickly. Shame there's always people trying to exploit others.","6,348,963,490",63486
63489, 2/2 We appreciate your reports. Have a good night! ^VM,,63487
63490," It is a shame. We try to stay on top of this proactively, but due to high volume, some to slip through the cracks. 1/2",,63487
63488, and another one. https://t.co/nwrBrtXCbc,63486,
63491, Hello! Please send me a DM with more information on your situation. It'd be my pleasure to assist you with this issue! ^KR,,63492
63492, impossible to speak to a human being!? Limitations on my account so no phone number connected. Need a phone number to get through to an adviser. Work that one out🤔,63491,
63493," Hi there. Thanks for reaching out to us. If you could please send us a DM, we'd be glad to take a look into this issue. ^MN",,63494
63494, I am having lots of trouble opening a dispute for an item I never receive and don't remember ordering! Help!,63493,
63495, Sorry to hear this! Please send us a DM with your PayPal email address for further assistance. ^VM,63496,63497
63496,  __email__,,63495
63497, invoices not getting sent...paypal keeps logging me out.  Says hold time is 20 min to call...  uugghh....customers keep asking about their invoices,63495,
63498, Hi! Sorry to hear about this please send me a DM if you still need assistance. I'm happy to help. :) ^JMR,,63499
63499,"on hold with  for over 12mins, guess i’ll hang up and call later when i have more of my life to waste...",63498,
63500, Hey there! Thanks for reaching out! Can you please send me a DM so I can help you out? ^IT,,63501
63501, What happens in a dispute escalated to a claim after the 10 days? Seller for an item i never got was asked to reply by Oct 31,63500,
63502, Hey there! We have received and replied to your DM. Please check your messages as soon as you get a chance. ^BC,,63503
63503, I need help with my pending funds in my account,63502,
63504, Hi there- Can you please DM us with further information on the issue? We would love to help! :) ^KE,,63505
63505,"feel free to confirm my identity a little faster, i’d like to start using my $$$, thnk u ",63504,
63506, Hi! Please send me a DM with your account email address and country of residences. I'm happy to help. :) ^JMR,,63507
63507,Appealing dispute - telling me no seller protection when I sent to buyer-requested address! Getting auto replies! ,63506,
63508," Hey there! Thanks for reaching out! Can you please send me a DM with a screenshot of the payment, so I can help you out? ^IT",,63509
63509," Dear paypal, why is it taking so damn long for a pending transaction to clear in my paypal account. It’s been an entire week now!?",63508,
63510," Hi Amy, thanks for sharing this, we're speaking to another family member so we can find out more details and feed this back 😃",63511,63512
63511, That's probably one of my cousins :) Thanks!,,63510
63512, amazing Alfie! Went above &amp; beyond for this lady who's son has recently passed away. #legend https://t.co/THLKX1bj2w,63510,
63513," Hi Sarah 👋 Thanks for taking the time to share this with us, we're delighted to see that Alfie went above and beyond to help 😁",,63514
63514, you have a star In Your Gloucester branch. My stepmums status today. We lost my brother Matthew in May. Well done Alfie in o2 https://t.co/3OUsnyA6wf,63513,
63515, Hmm… Johan. Take a look here https://t.co/gn5i07QjJv for Paper API. You can contact the team at https://t.co/Necx3xtPlq. Thx!,,63516
63516, Do you support own custom plugins? We wish to integrate Dropbox Paper with (self-hosted) https://t.co/xDUcAcjodp,63515,
63517, Please check your DM's for more instructions.,,63518
63518, Ok I have done that,63517,63519
63519," Hi Paulo, Sorry to hear that, Please make sure you are following us, so we can assist you better via a Direct Message.",63518,63520
63520, I got it from a friend And it wasnt scratched,63519,63521
63521, Sorry to hear that. Please tell us more details to understand your concerns.,"6,352,263,520",
63523, Glad to help! We have sent you a Direct Message via Twitter with further instructions.,,63524
63524," 
My user account was stolen and I deleted it but my game GTA 5 was locked my online ID is 
white-Gamer456 please fix it","6,352,563,523",
63526, Hey Ahmad. The account where you bought the game must be activated as a primary PS4: https://t.co/1ujqlIfdag,,63527
63527,".  
My user was stolen so I deleted it but what happened is that GTA 5 was locked my online ID is 
white-Gamer456 please fix",63526,
63528," Can you have your neighbor message us here.  We would be happy to assist. 
^ACM",,63529
63529,. My neighbor’s phone isn’t working so I lent her mine to contact you. This is how long she waited until we gave up. https://t.co/gG6n7zoOhS,63528,
63530," We miss you too! 
^ACM",,63531
63531, It's been too long. I've missed you.,63530,63532
63532, We would love to have you! https://t.co/O2v7rFMiZ3 ^ACM,63531,63533
63533,"GUYS - I THINK  IS FINALLY IN MY AREA!!!

Hey   - Try to keep price gouging &amp; giving terrible service now.","6,353,263,534",
63535," We can try and push the order for you if you like, please follow and DM us. 
^ACM",,63536
63536," why does it take 2 days to complete a speed upgrade, ped was upgraded, order submitted to backend and I have to wait 24 hrs",63535,
63537," Hi Scott,  Sorry for the delay can you private message me please so I can give you some information?  Jan",,63538
63538,"If  tell you they are going to call you back, don't believe them, they just can't be bothered to talk to you anymore. Terrible customer service.",63537,
63539," Please call and talk to our Solutions team to see what we can do to help, 888-944-9400. ^Allie",,63540
63540, Adding $36 a month to my bill just to get a S8.,63539,63541
63541, We don't want to lose you as our customer; what caused you to feel this way? ^Allie,63540,63542
63542, you're black Friday deal is an absolute joke. Might be time for a new carrier after 20 years.,63541,
63543," Hi Meg, please find our proposed timetable here https://t.co/89daY7uTlA ^BK",,63544
63544, are there any plans for fast services between Reading and Waterloo?,63543,
63545," I'm sorry to hear this. Can you click/DM only your account's country? No acct#s/PINs, please. TY! ^KC https://t.co/gvC4jAOA9c",,63546
63546, Como devo agir sendo que repentinamente estou recebendo mensagem do Itau informando que não mais sou do citibank ?,"635,456,354,763,548",
63549," Sorry for the inconvenience but its true. Your card will become a ThankYou card. If you'd like to discuss this transition, 1/2",63550,63551
63550, Noooooooooo! What's the reason to ax it? https://t.co/Y7lQUmCe4a,,63549
63551, Please say it isn't so! Are old Forward credit cards getting product changed to the TY Preferred? I already have Premier &amp; Prestige,"6,354,963,552",
63553," We'd be happy to take a look for you, Please DM us with the tracking number. WS https://t.co/wKJHDXWGRQ",,63554
63554," Hello, I am wondering if my package will be held at my local UPS Customer Care center or if the request did not go through? Thanks",63553,
63555, Have you reached out to the shipper? Please DM our team with the tracking number for assistance. ^WS https://t.co/wKJHDXWGRQ,,63556
63556," Fraud Alert! Someone stole an iPhone 8 &amp; new sim card, left the iphone box, and taped the large box up again.",63555,
63122, I do apologize that your package arrived like this. Were the contents of this damaged. ^AC https://t.co/wKJHDXWGRQ,63557,63118
63557," Thankfully it doesn't look like it, it's still all kinds of ridiculous.",,63122
63558, Sorry to see this! Please DM us so we can assist! ^GS,,63559
63559,Completely repulsed by this long ass hair melted into the cheese on my sandwich  https://t.co/mJv5vd8N3C,63558,
63560," Hi Miles, This would be a supplier delivery - Georgia",63561,63562
63561," Hello, For item code 565/3847 can I select a delivery date? Would it be delivered to my property - top floor? Thanks.",63563,63560
63563," Hi Miles, Once you placed your order the supplier would contact you, This would also need to be asked to the supplier - Georgia",,63561
63562," Hello, Why is item code 565/3847 not available for collection? Thanks.",63560,
63564," Hi Cass, I have chased this with our finance team to look into this and see what is happening with this. Charlotte",,63565
63565," hey, still no refund.  I'll request a chargeback tomorrow.  thanks for the effort your side at least.","6,356,663,564",63567
63567, how long should I have to wait though?  I get misprices happen &amp; it's the risk I took but to take and hold on to payment for so long is bad!,"6,356,563,568",63569
63569," Hey, still no refund... do I need to do a chargeback?","6,357,063,567",63571
63571, hey guys - charged 90 for xbox misprice on 14/9 &amp; realised no refund yet. chat cut me off. can you look into it: 217959275,63569,
63572, Thank you for bringing this to our attention. Which restaurant location did you visit?,,63573
63573," definitely do not want to see this as I pull up to the drive-through window. Come on Arby’s, you can do better#! https://t.co/XZ8wI53xZp",63572,
63574," We apologize, Travis. Please email us more details about your visit to __email__ &amp; we will make it right.",,63575
63575,"Just got the worse service ever from  Very unprofessional and the food was old and disgusting
#arbys #badcustomerservice #horriblefood",63574,
63576," Chris, please e-mail our Guest Support team more details to __email__ &amp; we will address.",63577,63578
63577," Thanks. Should maybe change your description to ""Here to hand out our email address 7 days a week."" #JustSaying #ArbysDontAskUsQuestions 😜 https://t.co/cOdXzy6zq2",63579,63576
63579, We wanted to follow up on this. Were you able to reach out to our Guest Support team about this question?,,63577
63578, Hi! I have an allergy to soy. I am trying to find out if your roast beef (meat only) has soy. Your allergen menu has it with bread.,63576,
63580, We will share your request with our Real Estate team &amp; hopefully we'll have a new restaurant in your area in the future.,,63581
63581,They need to open up a arbys in south philly,63580,
63582, We will share your request with our Real Estate team.,"6,358,363,584",63585
63583, YES!! 🙌🏼🙌🏼 i am literally guaranteeing you business!! from me!! and i will bring my friends too!! I LOVE ARBY’S!! but i miss it so much ☹️,,63582
63584, all i’m asking for is a brand new location within a 10 mile radius of Enfield CT &amp; i will be there opening day &amp; then probably all the time,,63582
63585, please come back,63582,
63586, Which channel were you watching?,,63587
63587, *cut off smh,63586,63588
63588,The  commercial got off at a very unfortunate time https://t.co/AtSSLD5k4Y,63587,
63589, Our Venison sandwich was available for a limited time only on Oct. 21st.,,63590
63590, Do you still have that venison sandwich?,63589,
63591, Sorry to hear that. Please e-mail us more details about your visit to __email__ &amp; we will address.,,63592
63592, stopped by restaurant #8000 tonight for dinner. I live 45 mins away. Starting eating it and roast beef was raw. I have pics.,63591,
63593, We're sorry to hear this. We will share your comments / tweet with our Menu &amp; Product Development team.,63594,63595
63594, That still doesn't solve the problem that ham is substandard and fatty as he'll when you had a better Krakus ham with the sandwich before...,63596,63593
63596, Please e-mail our Guest Support team more details to __email__ &amp; we will address.,,63594
63595,"Dear , thank you for screwing up you Chicken Cordon Blue sandwich replacing the Krakus ham with much shittier fatty ham.",63593,
63597, Sorry to hear that. Please e-mail us more details about your visit to __email__ &amp; we will address.,,63598
63598, why did I get a French dip with no dip after waiting 10 minutes for it?,63597,
63599, Please e-mail our Guest Support team more details to __email__ &amp; we will address.,,63600
63600,My sandwich looks nothing like what they are pushing it as.  Good though. https://t.co/0Pif9zLWx4,63599,
63601, We're sorry to hear this. Which location did you visit?,63602,63603
63602," Griffin, GA.",63604,63601
63604, Thank you. We will address with our restaurant team. Please email us at __email__ if you need additional assistance.,,63602
63603,holy shit I really hate driving 30 minutes to the closest Arby’s and them being out of roast beef like how tf does that happen ,63601,
63605, Which location did you visit?,,63606
63606,  I got a cold sandwich today.  😭 it was supposed to be hot pastrami but it was cool.,63605,
63607," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",,63608
63608,"someone help how do I install ww2 now, I preordered on xbox",63607,
63609," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",63610,63611
63610, It wasn't a problem from my end,,63609
63611, fix your Xbox app you ruined my morning,63609,
63612, DM us your Gamertag and clarify what the issue is that you're having so we can investigate?  2 ^BZ,,63613
63613," FM7 continually freezing, I get disconnected EVERY SINGLE TIME I play, EVERY TIME since the game launched  ","6,361,263,614",
63614, Heyo! We'd like to Direct Message so we can collect some more information. Can you follow and  1 ^BZ,,63613
63615," So exciting! If you ever have any Xbox Support questions, be sure to give us a shout at  :)  ^TJ",63616,63617
63616, Not a problem. Was going to ask when xbox would follow me haha!,,63615
63617,My  One X gets delivered in 15 days!! Countdown on! https://t.co/FwXZT0naxB,63615,
63618," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",,63619
63619,"The most frustrating problem i ever had with the xbox (Mostly due to me not looking it up) is that discs do not pull in all the way, wtf.",63618,
63620, out about a week or so into the following month and arrive via your Xbox Live messaging center.  2 ^ZM,63621,63622
63621, Okay thanks,63623,63620
63623," No problem, we hope you have a good day :) ^ZM",,63621
63622, i didnt get any of the october game pass prizes and i did all the challenges for it,"6,362,063,624",
63624," Hi there, if you complete the Xbox Game Pass goals for a month, your reward should be sent  1 ^ZM",,63622
63625," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",,63626
63626,"Haven't remembered the password where I logged in Xbox on my old laptop since 2015, gosh.",63625,63627
63627,"Hey, I've played the new Minecraft for years, so let's try to build a mini house or something creative like memes. https://t.co/cClKF78ttv",63626,63628
63628,"Alright, back to normal life-self, but with a new profile pic.",63627,63629
63629,Good whatever you're livin' it up at the start of November right now. https://t.co/q6y6RTH33I,63628,
63630," first step, be sure to select ""I need to troubleshoot a system update error""  2 ^BZ",63631,63632
63631," console starts fine, it black screens and freezes after i exit a game and try to load netflix or go to setting etc.",,63630
63632," my xbox is still black screening since dashboard, latest update did not fix, was told by xbox to reset but this did not fix it","6,363,063,633",
63633, Hey there! Let's have you follow the steps in the guide here: https://t.co/dC1DijiaUy For the  1 ^BZ,,63632
63634," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",63635,63636
63635,  You can ark update 765 for xbox updaten 😂,63637,63634
63637," Thanks for reaching out! For more info about this, Could you follow &amp; DM  with your Gamertag &amp; some details? ^EZ",,63635
63636, Surely to god there’s an ombudsman we can contact regarding the awful lag on Xbox servers and lack of action to fix. The games unplayable!,63634,63638
63638,"Mysterious Mysteries: Introducing ??????? &amp; Community Crunch 105!

https://t.co/zq78iIQM44

#playARK https://t.co/mDzZZV2Dgs","6,363,963,636",
63640," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",,62993
62993, So yea xbox update? don’t play xbox but it would be nice to know when they get the update to this even more broken version of the game.,63640,62992
63641," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",,63642
63642," game is broke on xbox, I won mitb cashed it in on jinder and the nxt show I wasn't champ. This game is poor wwe should sack you.",63641,
63643, DM us your Gamertag and clarify what the issue is that you're having so we can investigate?  2 ^BZ,,63644
63644," bought Ffapoints been told to wait 24hours to receive them , okay so next time can I get 12000 Ffapoints and I’ll pay later too","6,364,363,645",
63645, Heyo! We'd like to Direct Message so we can collect some more information. Can you follow and  1 ^BZ,,63644
63646, https://t.co/bh9XXqv0kc  for more legal information. Certainly hope that points you in the right direction!  2 ^BZ,,63647
63647, I'm looking for a license or permission to build a warthog that falls outside the Game Content Usage Rules. Who do I talk to?,"6,364,663,648",
63648, Hi there. That's not something we would have much insight into here. You can check here:  1 ^BZ,,63647
63649," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",,63650
63650,Argh why does #demand5 always mess up on #xbox ! It's so annoying #fixit #happensalot,63649,
63651," Hi there! We'd be happy to help with this. Send us a tweet over at  when you get a chance!
 ^TJ",,63652
63652, xbox disc readers broken and i dont have a card to buy it on dash,63651,63653
63653, ?,63652,63654
63654,Yeah mad cant get ww2 now,63653,
63655, Thank you can you please pm us so we can discuss this further. Thank you - Emily,63656,63657
63656, It has arrived,63658,63655
63658," Sorry, the game has arrived? - Scott",63659,63656
63659, Yup,63660,63658
63660, We believe that the current price now may well be a pricing error. We are just getting this looked into now before we can do anything further. Thanks for your patience. ~marc,,63659
63657," Pre order 218697749
Item 6836474",63655,63661
63661," Hi there, have you received your item? If not please PM us with your order details so we can chase this up - Beth",63657,63662
63662,"Pre ordered my copy of Xenoblade Chronicles 2 from Argos and not only did they fail to deliver it on time they also dropped the price of the game on release day, certainly won't waste my time with Argos anymore",63661,
63663," The booking is still on hold as payment is still pending, Ashish. Kindly DM us the payment slip for investigation. -Miza",63664,63665
63664,  https://t.co/RxysmivyKp,"636,666,366,763,668",63663
63666, you can check booking status after 48 hours from now and will send confirmation email for successful payment. Thanks-Sha,,63664
63667," and appreciate your patience for the booking status, &gt;&gt;&gt;",,63664
63668," Thank you for your screenshot and we have escalate your payment prove to respective team (payment), &gt;&gt;&gt;",,63664
63665," 
Name-ASHISH KUMAR HOTA
Flight- I5 1621, destinatiins- IXR-BBI, date- 08.11.17
Pnr-LMBURW
Mail- __email__ https://t.co/VC6qkIiYVI",63663,
63669," The booking is now link to your account, Ronit. Check it out! :) -Miza",,63670
63670, plz add pnr PK2Q7M to my airasia BIG ID 79801249242879. Flyer- Atul Kumar Nanda. My email id- __email__,63669,
63671, ..2/2 great relationship with the Royal British Legion and welcome their volunteers into our stores.- Justine,,63672
63672,This needs to be shared Shame on you #morrisons  https://t.co/O2XGlxuAKD,"63,671,636,736,367,400,000,000,000,000,000,000",
63673, This post is from a couple of years ago and was dealt with at the time. We continue to have a.....1/2 - Justine,,63672
63679," Hey Adam, thanks for your comments :) glad you enjoyed it :) ill be sure to pass your comments on. - Sammi",,63680
63680," Voclanic Vindaloo Review - I would rate your new curry option a 7 out of 10, there was plenty of chicken pieces in the curry...","63,681,636,796,368,200,000,000,000,000,000,000",
63687," Hi Kevin, sorry about that. Please DM me which store this is and the barcode and I'll look into it. Thanks - Kirsty",63688,63689
63688," This tweet was meant as a joke, those are mince pies on an oatcake stand and wouldn’t go down well with bacon and cheese on 🙄",63690,63687
63690, Oh my bad!! So sorry it's been a long shift 🤣😂 - Kirsty,63691,63688
63691, Hahaha! 🤣👍🏻,,63690
63689,Bacon and cheese oatcakes were rank tonight! 🤢  I think these are off! 😂 https://t.co/yTSbKDkbu1,"6,368,763,692",
63692," Hi Kevin, sorry to hear this. Please DM me which store this is and the barcode and I'll look into this. Thanks - Kirsty",,63689
63693," Hello there, I saw your tweet and I'm sorry for the inconvenience this has caused you. If you choose to upload your own image, it must adhere to certain guidelines. Please click here to help you choose an acceptable image: https://t.co/EmbLDXbR9v. Thanks. ^RP",,63694
63694,Wells Fargo won’t let me customize my debit card to a picture of  and I’m heartbroken,63693,
63695," I'd like to look into your mom's fee concern. In a DM reply with your mom's full name, address, and phone number so I can get started. In your response, please include your name, and phone number. Do not share any account numbers. Thank you. ^MH https://t.co/q1oBDuYAdh",,63696
63696, Wanted to see why is my mom paying $10.00 a month and y mom is a senior citizen,63695,63697
63697, I hope it was a productive visit for the three of you! ^PC,63696,63698
63698,With my mom and Brother (@ Wells Fargo Bank) on #Yelp https://t.co/HVFhXwgx2w,63697,
63699," Hi Keith. All 3 legacy companies that were part of this merger are still going through updates in regards to this information. If you have a legacy service package or still have a Time Warner Cable email address connected to your account, this may have ... https://t.co/06g4NkPFYg",,63700
63700," If #TimeWarnerCable rebranded as , and  over a year ago, and TWC no longer exists, then why does my Internet service keep showing up on my credit card bill as #TimeWarnerCable? That makes ZERO sense. #fail",63699,
63701," Hello Alex it is Georgia with AT&amp;T Social Media . Have you been able to follow us at AT&amp;T Cares?
If you need further assistance please reach out to us here at AT&amp;T Social Media. Thank you  ^GeorgiaJ",63702,63703
63702,  https://t.co/GlVJcaDdRB,,63701
63703, no luck,"6,370,163,704",63705
63705, try now Alex.  ^GeorgiaJ https://t.co/7m6RT3Hk4n,63703,63706
63706, I'm trying to DM you but I'm not getting that option.,63705,63707
63707, This is Georgia with AT&amp;T Social Media. I am inviting you to DM so that we can continue in a secure way with your situation. Thank you  ^Georgia,63706,63708
63708, I will have to take a look since  treated me like crap. I will look at  and  as well. Change is good.,"6,370,763,709",63710
63710," It's time you look for what you rightly deserve, Alex. Take a look at what we've got for you here: https://t.co/JViGOWvCE5 ^AS",63708,63711
63711, haven't had to deal with customer service until now and it's been horrible. No one could tell me what was wrong for two weeks.,63710,
63712, If you swap that HDMI cable out for a new one does the sound improve or stay the same? ^JL,63713,63714
63713, Ive tried other cords with same results. Sound will be working then randomly go out. If i restart the tv app it works again,63715,63712
63715, Definitely odd. It would be worth it to back through the TV setup with these steps: https://t.co/JvqzjI3CNY to refresh the connection.  ^IS,,63713
63714, Hdmi from my directtv box,63712,63716
63716, Hi there! What kind of cable are you using to feed the cable into the console? Are you using a receiver by chance?  ^JL,63714,63717
63717, my sound keeps going out when watching tv through my xbox. Doesnt happen if i plug my cable in to tv directly,63716,
63718," You can find that on your account overview page when you login. Just click on the green ""Refer more friends"" button and you'll see your sharing options!",63719,63720
63719," Thanks, lovely Moo!",63721,63718
63721, Our pleasure!,,63719
63720,. love my business cards!! Where do I find the code to give to friends so they can get a discount?,63718,
63722, Hello. The train that was meant to run this service has broken down. I'm very sorry for the cancellation this morning. Natalie,,63723
63723," 
Why is the 7:49 from Reading to Paddington being cancelled consistently. This is causing a big inconvenience!!!","6,372,263,724",
63725," Sorry for this Deborah, doors can lock up to 40 seconds before departure but we'd always recommend being able to board in plenty of time to avoid these situations. Phil.",63726,63727
63726," But staff were allowed to board the train in front of me, yet I still wasn't allowed",63728,63725
63728," Staff may still be permitted to board if passenger boarding has ended, the staff may have been crew for that service. I do appreciate it's frustrating though, sorry you weren't able to board today. Phil.",,63726
63727,"Got to the platform at 7:43, train leaves at 7:44 but the doors were already closed. Asked if I could get on &amp; I was told no because the doors were already locked. Then two staff unlock &amp; step on infront of me. Then told again I'm not allowed on the train. Thanks again ",63725,
63729,"  It is a great part of the journey Kate, I always look forward to it as well :) Thanks for sharing! Phil.",63730,63731
63730,   Coo! You commute from Iceland?,,63729
63731,Although I pass this way a lot I  never cease to be mesmerised by the view  #Devon #London  https://t.co/m7Rterncps,"6,372,963,732",
63733," Sorry for the delay and lack of available info on this Amanda, when services are delayed it's often not possible to advise in advance which will depart first. Phil.",,63734
63734, the 7.46 PAD to HAY left before the 7.42 to Twyford 2 /2 times I've taken this train this week.  All I want is advance info.,63733,
63735," Sorry for the discomfort on board Peter, appreciate this is frustrating. Capacity will increase between Paddington and Reading in January with the introduction of more Electrostars. Phil.",63736,63737
63736, I've been traveling this route for over eight years and frankly I'm sick of hearing about jam tomorrow. The issue this morning is due to a brake problem on an earlier train which was subsequently cancelled. That's a maintenance problem not a capacity problem,,63735
63737," I've managed to find a place to stand between carriages. I pay you £4.2k pa for this ""service"". Sort it out or hand it over to someone who can",63735,63738
63738, Morning! The 7:34 from Reading West to Paddington is so full it's almost impossible to board. Another shambles,"6,373,763,739",
63740," Apologies for the further delay to the service, we will get you there as quickly as we can. Phil.",,63741
63741, We’re now 10 mins late. It gets better and better ( so should arrive 33 mins later than planned before your cancellation and delays - and no compensation),"6,374,063,742",63743
63743, There is a 4 minute delay at present because of train crew being delayed by service disruption - Apologies for this on top of the cancellation. Phil.,63741,63744
63744," Travelling to London but now on the delayed, slow, 6:33 from Pew and late for my meeting. Not a great start to the day GWR","6,374,363,745",63746
63746," Apologies for the cancellation, where are you travelling to please? Phil.",63744,63747
63747, thanks GWR. I left home at 5:30 to catch the 6:22 from pew. That’s now broken down. I’m now late for an important meeting - fix your trains!,"637,486,374,663,749",
63750, This is likely because Groupsdave discount on three adult tickets is a cheaper option than two adult and one child undiscounted tickets. What's the booking reference please? Phil.,63751,63752
63751, Reference is 6FRBW9HW. My Gold Card is 79251.,63753,63750
63753, 3 adults with group save discount is £77.10. The cost for 2 adults and 1 child would be £97.20. The system defaults to 3 adults as it is cheaper. Lewis,63754,63751
63754," Ok thanks. I appreciate the cheaper option, but the website could be a lot clearer. I thought the site was doing something wrong.","6,375,563,756",63753
63755, Sorry it wasn't clearer. Lewis,,63754
63756,  confusion is one of our fortes!,,63754
63752, Online through national rail site. I entered 2 adults 1 child but each time it went to https://t.co/qw4XbhvIuT to pay it said 3 adults,63750,63757
63757," Sorry to hear this Nick, how did you purchase the tickets please? Phil.",63752,63758
63758, ... But https://t.co/qw4XbhvIuT keeps throwing away the form I'm trying to fill in. Then your on-train wifi stopped working.,63757,
63759, What was the scheduled departure time please Sam? Phil.,63760,63761
63760, 07:41. Arrive at 8:01. Every single day there's a long delay.,63762,63759
63762, The service is 20 minutes delayed and will terminate at Redhill because of a fault with the signalling system earlier today. Apologies for the effect on your journey. Phil.,63763,63760
63763, can you tell me when this is going to be fixed? Every day there's an issue. £380 for a monthly ticket! Making me late everyday.,63764,63762
63764," When faults arise Network Rail (who are responsible for railway infrastructure) look to implement a fix as quickly as possible. Sorry for the repeat delays you have experienced on your journey, I appreciate this is frustrating. Phil.",,63763
63761, Wokingham to Gatwick delayed again. What's the reason this time,63759,
63765," Sorry for the cancellation and delay to the next service Barrie, I appreciate this is frustrating. 0622 was cancelled due to a train fault, the 0633 is 11 minutes delayed by train crew being delayed by service disruption. Phil.",,63766
63766," once again disgusting level of service on pew to pad line, 6.22 cnx and 6.33 getting progressively later! Zero compensation for season ticket holders having to put up with daily delays and cancellations is ridiculous!",63765,
63767," Yes, train running info will be advertised online at https://t.co/rdI2JPQpAL in advance of the changes. Some services are already advertised. Phil.",,63768
63768, Thanks for your reply. Are there plans to notify passengers of the significant timetable changes next year?,"6,376,763,769",63770
63770," Sorry for the discomfort on board Becky, appreciate this is frustrating. At present all available carriages are in operation. Phil.",63768,63771
63771, 3 carriages on 07:16 maid to pad.hope it’s noted as poor service.doing my survey this week.4/4 bad days so far,63770,
63772," Apologies for the delayed response Trevor, at present the next available service is the 0802 expected to arrive 0827. Phil.",63773,63774
63773, Thanks. I ended up on the 7.42. Only two stops I think.,,63772
63774, little info at Maidenhead. Which service will get me to Paddington first?,63772,
63775, We have bought new electric stock for the Thames Valley where routes are electrified. As routes in Bristol are not it makes sense to use upgraded and refreshed diesel carriages to boost capacity for Bristol suburban services by 52%. Phil.,63776,63777
63776, Boost capacity? Tell that to the customers left at the last two stations.. this train is dangerously overcrowded and is so on a daily basis. Refreshing old stock that should have been put out of service 10 years ago is clearly not the answer..,,63775
